,workstring,workstring_beta,curlemma,curlemma_beta,stemtype,stemclass,persons,numbers,tenses,voices,moods,genders,cases,degrees,dialects,misc
3697,ίω,i/w,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,doric laconia,na
3698,είωμι,ei/wmi,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic,na
3699,ήωμι,h/wmi,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic,na
3700,είω,ei/w,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic,na
3701,έωμι,e/wmi,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic,na
3702,έωμι,e/wmi,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic,na
3703,ῶμι,w=mi,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic,contr
3704,ήω,h/w,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic,na
3705,έω,e/w,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,subj,na,na,na,epic doric ionic aeolic,na
3706,ῇς,h=|s,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,na,contr
3707,έῃς,e/h|s,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,na,na
3708,είησθα,ei/hsqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3709,έῃσθα,e/h|sqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3710,έῃσθα,e/h|sqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3711,έησθα,e/hsqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3712,έεις,e/eis,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3713,ῆσθα,h=sqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,contr
3714,είῃς,ei/h|s,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3715,ήῃς,h/h|s,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3716,ήῃσθα,h/h|sqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3717,ήησθα,h/hsqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3718,εῖς,ei=s,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,contr short_subj
3719,είῃσθα,ei/h|sqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3720,έησθα,e/hsqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,na
3721,ῇσθα,h=|sqa,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic,contr
3722,έῃς,e/h|s,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,subj,na,na,na,epic ionic,na
3723,ῇ,h=|,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,na,contr
3724,έῃ,e/h|,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,na,na
3725,έει,e/ei,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,short_subj
3726,έῃσι,e/h|si,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3727,έῃσι,e/h|si,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3728,έῃσιν,e/h|sin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3729,έῃσιν,e/h|sin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3730,έησι,e/hsi,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3731,έησι,e/hsi,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3732,έησιν,e/hsin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3733,έησιν,e/hsin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3734,εῖ,ei=,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,contr short_subj
3735,είῃ,ei/h|,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3736,είῃσι,ei/h|si,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3737,είῃσιν,ei/h|sin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3738,είησι,ei/hsi,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3739,είησιν,ei/hsin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3740,ήῃ,h/h|,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3741,ήῃσι,h/h|si,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3742,ήῃσιν,h/h|sin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3743,ήησι,h/hsi,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,na
3744,ήησιν,h/hsin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,nu_movable
3745,ῇσι,h=|si,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,contr
3746,ῇσιν,h=|sin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,contr nu_movable
3747,ῆσι,h=si,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,contr
3748,ῆσιν,h=sin,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic,contr nu_movable
3749,έῃ,e/h|,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,subj,na,na,na,epic ionic,na
3750,ηώμεθον,hw/meqon,n a,n a,aor2_pass,pp_ap,1st,dual,aor,pass,subj,na,na,na,epic,na
3751,ώμεθον,w/meqon,n a,n a,aor2_pass,pp_ap,1st,dual,aor,pass,subj,na,na,na,epic,contr
3752,εώμεθον,ew/meqon,n a,n a,aor2_pass,pp_ap,1st,dual,aor,pass,subj,na,na,na,epic,na
3753,εώμεθον,ew/meqon,n a,n a,aor2_pass,pp_ap,1st,dual,aor,pass,subj,na,na,na,epic,na
3754,ειώμεθον,eiw/meqon,n a,n a,aor2_pass,pp_ap,1st,dual,aor,pass,subj,na,na,na,epic,na
3755,έητον,e/hton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,subj,na,na,na,na,na
3756,ῆτον,h=ton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,subj,na,na,na,na,contr
3757,εῖτον,ei=ton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,subj,na,na,na,epic,contr short_subj
3758,είητον,ei/hton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,subj,na,na,na,epic,na
3759,ήητον,h/hton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,subj,na,na,na,epic,na
3760,έετον,e/eton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,subj,na,na,na,epic,short_subj
3761,έητον,e/hton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,subj,na,na,na,epic ionic,na
3762,ῆτον,h=ton,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,subj,na,na,na,na,contr
3763,έητον,e/hton,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,subj,na,na,na,na,na
3764,εῖτον,ei=ton,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,subj,na,na,na,epic,contr short_subj
3765,είητον,ei/hton,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,subj,na,na,na,epic,na
3766,έετον,e/eton,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,subj,na,na,na,epic,short_subj
3767,ήητον,h/hton,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,subj,na,na,na,epic,na
3768,έητον,e/hton,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,subj,na,na,na,epic ionic,na
3769,ῶμεν,w=men,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,attic epic doric,contr
3770,έωμεν,e/wmen,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,na,na
3771,ίωμες,i/wmes,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,doric laconia,na
3772,ῶμες,w=mes,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,doric,contr
3773,έωμες,e/wmes,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,doric,na
3774,έωμες,e/wmes,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,doric,na
3775,ίωμεν,i/wmen,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,doric laconia,na
3776,είωμεν,ei/wmen,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,epic,na
3777,έομεν,e/omen,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,epic,short_subj
3778,ήωμεν,h/wmen,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,epic,na
3779,οῦμεν,ou=men,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,epic,contr short_subj
3780,εῦμεν,eu=men,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,epic,contr short_subj
3781,έωμεν,e/wmen,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,subj,na,na,na,epic doric ionic aeolic,na
3782,ῆτε,h=te,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,na,contr
3783,έητε,e/hte,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,na,na
3784,έετε,e/ete,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,short_subj
3785,έησθε,e/hsqe,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,na
3786,έησθε,e/hsqe,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,na
3787,εῖτε,ei=te,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,contr short_subj
3788,ήητε,h/hte,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,na
3789,ῆσθε,h=sqe,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,contr
3790,είησθε,ei/hsqe,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,na
3791,είητε,ei/hte,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,na
3792,ήησθε,h/hsqe,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic,na
3793,έητε,e/hte,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,subj,na,na,na,epic ionic,na
3794,ῶσι,w=si,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,attic epic doric,contr
3795,ῶσιν,w=sin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,attic epic doric,contr nu_movable
3796,έωσιν,e/wsin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,na,nu_movable
3797,έωσι,e/wsi,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,na,na
3798,ίωντι,i/wnti,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,doric laconia,na
3799,ίωσιν,i/wsin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,doric laconia,nu_movable
3800,έωντι,e/wnti,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,doric,na
3801,έωντι,e/wnti,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,doric,na
3802,ῶντι,w=nti,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,doric,contr
3803,ίωσι,i/wsi,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,doric laconia,na
3804,έουσι,e/ousi,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,short_subj
3805,έουσιν,e/ousin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,nu_movable short_subj
3806,είωσιν,ei/wsin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,nu_movable
3807,οῦσι,ou=si,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,contr short_subj
3808,εῦσι,eu=si,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,contr short_subj
3809,οῦσιν,ou=sin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,contr nu_movable short_subj
3810,εῦσιν,eu=sin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,contr nu_movable short_subj
3811,ήωσι,h/wsi,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,na
3812,ήωσιν,h/wsin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,nu_movable
3813,είωσι,ei/wsi,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic,na
3814,έωσι,e/wsi,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic doric ionic aeolic,na
3815,έωσιν,e/wsin,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,subj,na,na,na,epic doric ionic aeolic,nu_movable
3816,είην,ei/hn,n a,n a,aor2_pass,pp_ap,1st,sg,aor,pass,opt,na,na,na,na,na
3817,είης,ei/hs,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,opt,na,na,na,na,na
3818,είη,ei/h,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,opt,na,na,na,na,na
3819,είητον,ei/hton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,opt,na,na,na,na,na
3820,εῖτον,ei=ton,n a,n a,aor2_pass,pp_ap,2nd,dual,aor,pass,opt,na,na,na,na,na
3821,είτην,ei/thn,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,opt,na,na,na,na,na
3822,είητην,ei/hthn,n a,n a,aor2_pass,pp_ap,3rd,dual,aor,pass,opt,na,na,na,na,na
3823,εῖμεν,ei=men,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,opt,na,na,na,na,na
3824,είημεν,ei/hmen,n a,n a,aor2_pass,pp_ap,1st,pl,aor,pass,opt,na,na,na,na,na
3825,είητε,ei/hte,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,opt,na,na,na,na,na
3826,εῖτε,ei=te,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,opt,na,na,na,na,na
3827,είησαν,ei/hsan,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,opt,na,na,na,na,na
3828,εῖεν,ei=en,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,opt,na,na,na,na,na
3829,ητι,hti,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,imperat,na,na,na,na,na
3830,ηθι,hqi,n a,n a,aor2_pass,pp_ap,2nd,sg,aor,pass,imperat,na,na,na,na,na
3831,ήτω,h/tw,n a,n a,aor2_pass,pp_ap,3rd,sg,aor,pass,imperat,na,na,na,na,na
3832,ητε,hte,n a,n a,aor2_pass,pp_ap,2nd,pl,aor,pass,imperat,na,na,na,na,na
3833,έντων,e/ntwn,n a,n a,aor2_pass,pp_ap,3rd,pl,aor,pass,imperat,na,na,na,na,na
3834,ῆναι,h=nai,n a,n a,aor2_pass,pp_ap,na,na,aor,pass,inf,na,na,na,na,na
3835,έμεν,e/men,n a,n a,aor2_pass,pp_ap,na,na,aor,pass,inf,na,na,na,epic,na
3836,έμεναι,e/menai,n a,n a,aor2_pass,pp_ap,na,na,aor,pass,inf,na,na,na,epic,na
3837,ήμεναι,h/menai,n a,n a,aor2_pass,pp_ap,na,na,aor,pass,inf,na,na,na,epic,na
3838,είς,ei/s,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,masc,nom,na,na,na
3839,είς,ei/s,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,masc,voc,na,na,na
3840,εῖσα,ei=sa,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,fem,nom,na,na,na
3841,εῖσα,ei=sa,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,fem,voc,na,na,na
3842,έν,e/n,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,neut,nom,na,na,na
3843,έν,e/n,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,neut,voc,na,na,na
3844,έν,e/n,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,neut,acc,na,na,na
3845,έντος,e/ntos,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,masc,gen,na,na,na
3846,έντος,e/ntos,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,neut,gen,na,na,na
3847,είσης,ei/shs,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,fem,gen,na,attic epic ionic,na
3848,είσᾱς,ei/sa_s,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,fem,gen,na,doric aeolic,na
3849,έντι,e/nti,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,masc,dat,na,na,na
3850,έντι,e/nti,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,neut,dat,na,na,na
3851,είσῃ,ei/sh|,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,fem,dat,na,attic epic ionic,na
3852,είσᾱͅ,ei/sa_|,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,fem,dat,na,doric aeolic,na
3853,έντα,e/nta,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,masc,acc,na,na,na
3854,εῖσαν,ei=san,n a,n a,aor2_pass,pp_ap,na,sg,aor,pass,part,fem,acc,na,na,na
3855,έντε,e/nte,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,masc,nom,na,na,na
3856,έντε,e/nte,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,masc,voc,na,na,na
3857,έντε,e/nte,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,masc,acc,na,na,na
3858,έντε,e/nte,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,neut,nom,na,na,na
3859,έντε,e/nte,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,neut,voc,na,na,na
3860,έντε,e/nte,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,neut,acc,na,na,na
3861,είσᾱ,ei/sa_,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,fem,nom,na,na,na
3862,είσᾱ,ei/sa_,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,fem,voc,na,na,na
3863,είσᾱ,ei/sa_,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,fem,acc,na,na,na
3864,έντοιν,e/ntoin,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,masc,gen,na,na,na
3865,έντοιν,e/ntoin,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,masc,dat,na,na,na
3866,έντοιν,e/ntoin,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,neut,gen,na,na,na
3867,έντοιν,e/ntoin,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,neut,dat,na,na,na
3868,έντοιϊν,e/ntoii+n,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,masc,gen,na,epic,na
3869,έντοιϊν,e/ntoii+n,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,masc,dat,na,epic,na
3870,έντοιϊν,e/ntoii+n,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,neut,gen,na,epic,na
3871,έντοιϊν,e/ntoii+n,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,neut,dat,na,epic,na
3872,είσαιν,ei/sain,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,fem,gen,na,na,na
3873,είσαιν,ei/sain,n a,n a,aor2_pass,pp_ap,na,dual,aor,pass,part,fem,dat,na,na,na
3874,έντες,e/ntes,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,nom,na,na,na
3875,έντες,e/ntes,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,voc,na,na,na
3876,εῖσαι,ei=sai,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,nom,na,na,na
3877,εῖσαι,ei=sai,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,voc,na,na,na
3878,έντα,e/nta,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,nom,na,na,na
3879,έντα,e/nta,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,voc,na,na,na
3880,έντα,e/nta,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,acc,na,na,na
3881,έντων,e/ntwn,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,gen,na,na,na
3882,έντων,e/ntwn,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,gen,na,na,na
3883,εισῶν,eisw=n,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,gen,na,na,na
3884,εισᾶν,eisa=n,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,gen,na,doric aeolic,na
3885,εισέων,eise/wn,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,gen,na,epic ionic,na
3886,εισᾱ́ων,eisa_/wn,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,gen,na,epic aeolic,na
3887,εῖσιν,ei=sin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,na,nu_movable
3888,εῖσιν,ei=sin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,na,nu_movable
3889,εῖσι,ei=si,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,na,na
3890,εῖσι,ei=si,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,na,na
3891,έντεσι,e/ntesi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,na,poetic
3892,έντεσι,e/ntesi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,na,poetic
3893,έντεσιν,e/ntesin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,na,nu_movable poetic
3894,έντεσιν,e/ntesin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,na,nu_movable poetic
3895,εῖσσιν,ei=ssin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,epic,nu_movable
3896,εῖσσιν,ei=ssin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,epic,nu_movable
3897,εῖσσι,ei=ssi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,epic,na
3898,εῖσσι,ei=ssi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,epic,na
3899,έντεσσι,e/ntessi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,epic aeolic,na
3900,έντεσσι,e/ntessi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,epic aeolic,na
3901,έντεσσιν,e/ntessin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,dat,na,epic aeolic,nu_movable
3902,έντεσσιν,e/ntessin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,neut,dat,na,epic aeolic,nu_movable
3903,είσαις,ei/sais,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,dat,na,na,na
3904,είσηφι,ei/shfi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,dat,na,epic,na
3905,είσῃς,ei/sh|s,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,dat,na,epic,na
3906,είσῃσι,ei/sh|si,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,dat,na,epic ionic,na
3907,είσῃσιν,ei/sh|sin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,dat,na,epic ionic,nu_movable
3908,είσαισιν,ei/saisin,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,dat,na,epic ionic aeolic,nu_movable poetic
3909,είσαισι,ei/saisi,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,dat,na,epic ionic aeolic,poetic
3910,έντας,e/ntas,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,masc,acc,na,na,na
3911,είσᾱς,ei/sa_s,n a,n a,aor2_pass,pp_ap,na,pl,aor,pass,part,fem,acc,na,na,na
3912,ς,s,n a,n a,s_qos,noun3,na,sg,na,na,na,na,nom,na,na,na
3913,θος,qos,n a,n a,s_qos,noun3,na,sg,na,na,na,na,gen,na,na,na
3914,θι,qi,n a,n a,s_qos,noun3,na,sg,na,na,na,na,dat,na,na,na
3915,θα,qa,n a,n a,s_qos,noun3,na,sg,na,na,na,masc,acc,na,na,na
3916,θα,qa,n a,n a,s_qos,noun3,na,sg,na,na,na,fem,acc,na,na,na
3917,*,*,n a,n a,s_qos,noun3,na,sg,na,na,na,na,voc,na,na,na
3918,θε,qe,n a,n a,s_qos,noun3,na,dual,na,na,na,na,nom,na,na,na
3919,θε,qe,n a,n a,s_qos,noun3,na,dual,na,na,na,na,voc,na,na,na
3920,θε,qe,n a,n a,s_qos,noun3,na,dual,na,na,na,na,acc,na,na,na
3921,θοιν,qoin,n a,n a,s_qos,noun3,na,dual,na,na,na,na,gen,na,na,na
3922,θοιν,qoin,n a,n a,s_qos,noun3,na,dual,na,na,na,na,dat,na,na,na
3923,θοιϊν,qoii+n,n a,n a,s_qos,noun3,na,dual,na,na,na,na,gen,na,epic,na
3924,θοιϊν,qoii+n,n a,n a,s_qos,noun3,na,dual,na,na,na,na,dat,na,epic,na
3925,θες,qes,n a,n a,s_qos,noun3,na,pl,na,na,na,masc,nom,na,na,na
3926,θες,qes,n a,n a,s_qos,noun3,na,pl,na,na,na,masc,voc,na,na,na
